artists,danceability,energy,valence,tempo,acousticness,speechiness,instrumentalness,liveness,is_explicit,mode,cluster,cluster_name,popularity
Complexo dos Hits,0.779,0.678,0.701,110.241,0.785,0.221,0.003,0.082,1.0,1.0,2,Latin Groove,
Conan Gray,0.379,0.423,0.266,107.781,0.585,0.033,0.0,0.279,0.0,1.0,3,Asian Acoustic,89.0
Conep,0.756,0.761,0.597,122.908,0.211,0.175,0.0,0.184,0.667,0.889,2,Latin Groove,
Conjunto Alerce,0.647,0.398,0.498,113.45,0.391,0.07,0.0,0.069,0.0,1.0,3,Asian Acoustic,58.0
Conjunto Graneros,0.647,0.669,0.961,123.64,0.503,0.032,0.0,0.386,0.0,1.0,4,Brazilian Beat,57.5
Connie Francis,0.783,0.396,0.627,121.397,0.734,0.035,0.0,0.264,0.0,1.0,3,Asian Acoustic,83.7
Conor Maynard,0.678,0.723,0.537,106.943,0.026,0.046,0.0,0.098,0.0,0.0,0,High Energy Pop,
Contec,0.641,0.934,0.213,159.998,0.005,0.071,0.253,0.095,0.0,0.0,2,Latin Groove,
CoolKid,0.652,0.502,0.507,116.318,0.477,0.038,0.0,0.119,0.0,0.527,3,Asian Acoustic,
Coolkid,0.628,0.698,0.341,154.061,0.146,0.035,0.0,0.109,0.0,0.0,0,High Energy Pop,
Copilul De Aur,0.754,0.85,0.937,97.553,0.443,0.098,0.0,0.342,0.0,0.0,4,Brazilian Beat,51.5
Copy Con,0.676,0.728,0.938,174.089,0.395,0.096,0.0,0.059,0.0,0.0,0,High Energy Pop,
Cor,0.76,0.566,0.233,101.985,0.395,0.094,0.0,0.127,1.0,0.0,2,Latin Groove,
Coral Infantil Colegio Manuel Pardo Chiclayo,0.743,0.471,0.874,105.978,0.577,0.033,0.0,0.143,0.0,0.0,2,Latin Groove,49.5
Corazón Serrano,0.529,0.859,0.727,92.141,0.301,0.034,0.0,0.114,0.0,1.0,1,Pop Mainstream,64.2
Cori Adrianza,0.746,0.817,0.611,124.986,0.308,0.034,0.0,0.118,0.0,1.0,0,High Energy Pop,55.3
Corle,0.761,0.68,0.359,160.02,0.108,0.184,0.0,0.135,1.0,1.0,1,Pop Mainstream,
Corneille,0.773,0.693,0.414,105.025,0.333,0.054,0.0,0.111,0.0,0.0,2,Latin Groove,
Corona,0.553,0.914,0.847,171.737,0.147,0.061,0.0,0.286,0.0,0.161,4,Brazilian Beat,
Corrella,0.834,0.551,0.96,142.021,0.329,0.044,0.0,0.113,0.0,0.0,0,High Energy Pop,59.6
Cory Legendre,0.627,0.51,0.51,152.074,0.342,0.028,0.0,0.134,0.0,1.0,1,Pop Mainstream,40.0
Cosang,0.553,0.797,0.27,127.586,0.073,0.079,0.0,0.238,1.0,0.69,1,Pop Mainstream,33.6
Cosculluela,0.762,0.616,0.763,169.943,0.141,0.262,0.0,0.127,0.0,0.74,0,High Energy Pop,74.8
Cosmo Del Mar,0.554,0.529,0.484,81.964,0.246,0.028,0.003,0.117,0.0,0.0,3,Asian Acoustic,
Costa Azul El Imperio De La Cumbia,0.842,0.656,0.968,122.055,0.163,0.043,0.0,0.102,0.0,1.0,0,High Energy Pop,41.0
Costel Biju,0.802,0.762,0.715,149.727,0.071,0.077,0.003,0.095,0.0,0.493,0,High Energy Pop,56.0
Costi,0.726,0.738,0.562,114.706,0.169,0.074,0.067,0.217,0.093,0.622,0,High Energy Pop,54.9
Coucheron,0.797,0.728,0.748,122.133,0.167,0.073,0.0,0.52,0.341,0.054,4,Brazilian Beat,
CountryBeat,0.816,0.679,0.68,131.329,0.416,0.062,0.0,0.191,0.0,0.0,0,High Energy Pop,75.0
CowBoii,0.848,0.617,0.468,112.457,0.016,0.075,0.005,0.125,0.0,0.678,2,Latin Groove,
Cowboii,0.833,0.705,0.545,111.999,0.002,0.061,0.012,0.162,0.0,1.0,0,High Energy Pop,
Coyote 63,0.567,0.633,0.208,133.983,0.235,0.259,0.0,0.066,0.0,0.964,3,Asian Acoustic,55.4
Crayon,0.898,0.429,0.448,113.483,0.135,0.16,0.0,0.07,0.51,0.49,2,Latin Groove,
Crazy Fox,0.701,0.612,0.21,125.034,0.102,0.061,0.0,0.103,0.0,0.0,3,Asian Acoustic,28.0
Creedence Clearwater Revival,0.74,0.695,0.773,116.325,0.068,0.028,0.0,0.134,0.0,1.0,0,High Energy Pop,87.3
Creeds,0.767,0.83,0.187,75.023,0.209,0.206,0.836,0.058,0.0,1.0,2,Latin Groove,84.4
Creepy Nuts,0.788,0.834,0.703,160.956,0.075,0.252,0.024,0.166,0.0,0.383,0,High Energy Pop,80.5
Cris Mj,0.774,0.571,0.642,99.479,0.305,0.061,0.035,0.13,0.977,0.084,2,Latin Groove,80.9
Cris Valencia,0.77,0.58,0.677,99.742,0.098,0.056,0.0,0.072,0.0,0.933,1,Pop Mainstream,
Crisaint,0.731,0.686,0.405,97.678,0.219,0.036,0.0,0.129,0.333,0.0,2,Latin Groove,48.5
Crispy,0.762,0.524,0.457,85.979,0.027,0.064,0.0,0.093,1.0,0.0,2,Latin Groove,
Criss Kayji,0.665,0.594,0.841,152.057,0.718,0.064,0.0,0.098,0.0,0.0,0,High Energy Pop,24.0
Crissy,0.607,0.566,0.844,179.536,0.602,0.358,0.0,0.134,1.0,1.0,4,Brazilian Beat,
Cristian D,0.835,0.619,0.766,134.046,0.223,0.277,0.0,0.127,0.975,0.0,2,Latin Groove,
Cristian Di Marco,0.724,0.742,0.785,90.038,0.208,0.059,0.0,0.283,0.0,0.0,4,Brazilian Beat,
Cristian Marchi,0.646,0.914,0.113,128.016,0.011,0.037,0.007,0.083,0.0,0.0,0,High Energy Pop,40.8
Cristiano Araújo,0.598,0.621,0.445,137.325,0.639,0.031,0.0,0.231,0.0,1.0,3,Asian Acoustic,
Cristiano De André,0.456,0.65,0.401,122.066,0.152,0.031,0.0,0.958,0.0,1.0,4,Brazilian Beat,
Cristina Pucean,0.749,0.724,0.473,93.838,0.058,0.168,0.0,0.111,0.0,1.0,2,Latin Groove,
Critical,0.703,0.811,0.576,135.069,0.116,0.195,0.0,0.511,1.0,0.0,4,Brazilian Beat,
Cromo,0.704,0.683,0.436,107.034,0.118,0.199,0.0,0.206,1.0,0.0,2,Latin Groove,
Crossdaboss,0.845,0.836,0.311,111.999,0.021,0.048,0.0,0.165,0.0,1.0,1,Pop Mainstream,
Crosso,0.713,0.647,0.334,157.084,0.003,0.076,0.0,0.19,1.0,0.004,0,High Energy Pop,
Crowd Lu,0.505,0.407,0.295,125.124,0.492,0.051,0.0,0.293,0.0,1.0,3,Asian Acoustic,64.9
Crowded House,0.437,0.595,0.45,81.319,0.012,0.042,0.0,0.077,0.0,1.0,3,Asian Acoustic,76.3
Cruel Santino,0.704,0.568,0.244,95.253,0.117,0.208,0.005,0.153,1.0,0.941,2,Latin Groove,
Crush,0.525,0.511,0.292,133.114,0.572,0.034,0.0,0.089,0.0,1.0,3,Asian Acoustic,78.1
Cruz Cafuné,0.607,0.53,0.391,109.618,0.068,0.042,0.003,0.127,0.8,0.5,1,Pop Mainstream,49.6
Crying City,0.515,0.3,0.107,82.011,0.717,0.025,0.062,0.131,0.0,1.0,3,Asian Acoustic,63.0
Crying Yakuza,0.697,0.593,0.827,131.961,0.056,0.056,0.0,0.244,1.0,0.0,0,High Energy Pop,27.5
Csmile,0.73,0.721,0.627,99.995,0.263,0.04,0.02,0.095,0.0,1.0,1,Pop Mainstream,45.3
Csoky,0.8,0.681,0.382,94.978,0.077,0.05,0.0,0.216,0.0,0.0,2,Latin Groove,
Csondor Kata,0.523,0.26,0.321,96.013,0.916,0.03,0.0,0.101,0.0,1.0,3,Asian Acoustic,28.5
